Year,ID,Name,Ideal.point
1959,GUA,Guatemala,0.998
1959,HON,Honduras,1.604
1959,SAL,El Salvador,0.939
1959,NIC,Nicaragua,1.661
1959,COS,Costa Rica,0.932
1959,PAN,Panama,0.709
1959,COL,Colombia,1.402
1959,VEN,Venezuela,0.491
1959,ECU,Ecuador,0.916
1959,PER,Peru,1.777
1959,BRA,Brazil,1.517
1959,BOL,Bolivia,0.944
1959,PAR,Paraguay,1.223
1959,CHL,Chile,1.307
1959,ARG,Argentina,1.048
1959,URU,Uruguay,1.234
1959,UKG,United Kingdom,2.067
1959,IRE,Ireland,0.384
1959,NTH,Netherlands,1.766
1959,BEL,Belgium,2
1959,LUX,Luxembourg,1.989
1959,FRN,France,2.114
1959,SPN,Spain,1.626
1959,POR,Portugal,1.621
1959,POL,Poland,-2.443
1959,AUS,Austria,0.948
1959,HUN,Hungary,-2.607
1959,CZE,Czechoslovakia,-2.552
1959,ITA,Italy,1.768
1959,ALB,Albania,-2.599
1959,YUG,Yugoslavia,-1.302
1959,GRC,Greece,0.906
1959,BUL,Bulgaria,-2.59
1959,ROM,Romania,-2.62
1959,RUS,Russia,-2.578
1959,UKR,Ukraine,-2.597
1959,BLR,Belarus,-2.519
1959,FIN,Finland,0.403
1959,SWD,Sweden,0.489
1959,NOR,Norway,0.768
1959,DEN,Denmark,0.819
1959,ICE,Iceland,0.574
1959,GUI,Guinea,-0.89
1959,LBR,Liberia,0.399
1959,GHA,Ghana,-0.502
1959,ETH,Ethiopia,-0.054
1959,SAF,South Africa,2.239
1959,MOR,Morocco,-0.902
1959,TUN,Tunisia,-0.034
1959,LIB,Libya,-0.382
1959,SUD,Sudan,-0.497
1959,IRN,Iran,0.478
1959,TUR,Turkey,1.063
1959,IRQ,Iraq,-0.815
1959,EGY,Egypt,-0.762
1959,LEB,Lebanon,0.032
1959,JOR,Jordan,0.139
1959,ISR,Israel,1.188
1959,SAU,Saudi Arabia,-0.277
1959,YAR,Yemen Arab Republic,-0.739
1959,AFG,Afghanistan,-0.686
1959,TAW,Taiwan,1.132
1959,JPN,Japan,0.667
1959,IND,India,-0.587
1959,PAK,Pakistan,0.479
1959,MYA,Myanmar,-0.323
1959,SRI,Sri Lanka,-0.262
1959,NEP,Nepal,-0.535
1959,THI,Thailand,1.061
1959,CAM,Cambodia,0.176
1959,LAO,Laos,1.157
1959,MAL,Malaysia,0.391
1959,PHI,Philippines,0.631
1959,INS,Indonesia,-0.655
1959,AUL,Australia,1.638
1959,NEW,New Zealand,1.126
1960,USA,United States of America,1.532
1960,CAN,Canada,1.106
1960,CUB,Cuba,-1.264
1960,HAI,Haiti,0.838
1960,DOM,Dominican Republic,0.817
1960,MEX,Mexico,0.278
1960,GUA,Guatemala,1.027
1960,HON,Honduras,1.11
1960,SAL,El Salvador,1.054
1960,NIC,Nicaragua,1.39
1960,COS,Costa Rica,1.085
1960,PAN,Panama,1.01
1960,COL,Colombia,1.331
1960,VEN,Venezuela,0.346
1960,ECU,Ecuador,0.531
1960,PER,Peru,1.164
1960,BRA,Brazil,1.044
1960,BOL,Bolivia,0.807
1960,PAR,Paraguay,1.011
1960,CHL,Chile,1.059
1960,ARG,Argentina,1.08
1960,URU,Uruguay,0.972
1960,UKG,United Kingdom,1.899
1960,IRE,Ireland,0.575
1960,NTH,Netherlands,1.768
1960,BEL,Belgium,1.953
1960,LUX,Luxembourg,1.864
1960,FRN,France,1.792
1960,SPN,Spain,1.664
1960,POR,Portugal,1.515
1960,POL,Poland,-2.348
1960,AUS,Austria,0.775
1960,HUN,Hungary,-2.432
1960,CZE,Czechoslovakia,-2.412
1960,ITA,Italy,1.406
1960,ALB,Albania,-2.344
1960,YUG,Yugoslavia,-1.311
1960,GRC,Greece,1.219
1960,CYP,Cyprus,0.39
1960,BUL,Bulgaria,-2.413
1960,ROM,Romania,-2.408
1960,RUS,Russia,-2.414
1960,UKR,Ukraine,-2.457
1960,BLR,Belarus,-2.448
1960,FIN,Finland,0.372
1960,SWD,Sweden,0.642
1960,NOR,Norway,0.904
1960,DEN,Denmark,0.908
1960,ICE,Iceland,0.996
1960,MLI,Mali,-1.511
1960,SEN,Senegal,0.29
1960,BEN,Benin,0.589
1960,NIR,Niger,0.586
1960,CDI,Ivory Coast,0.573
1960,GUI,Guinea,-1.471
1960,BFO,Burkina Faso,0.307
1960,LBR,Liberia,0.096
1960,GHA,Ghana,-0.84
1960,TOG,Togo,-0.185
1960,CAO,Cameroon,0.562
1960,NIG,Nigeria,-0.349
1960,GAB,Gabon,0.604
1960,CEN,Central African Republic,0.416
1960,CHA,Chad,0.353
1960,CON,Congo,0.505
1960,DRC,Democratic Republic of the Congo,0.569
1960,SOM,Somalia,-0.058
1960,ETH,Ethiopia,-0.543
1960,SAF,South Africa,1.884
1960,MAG,Madagascar,0.581
1960,MOR,Morocco,-1.254
1960,TUN,Tunisia,-0.073
1960,LIB,Libya,-0.539
1960,SUD,Sudan,-0.657
1960,IRN,Iran,0.393
1960,TUR,Turkey,1.133
1960,IRQ,Iraq,-1.022
1960,EGY,Egypt,-1.053
